customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,poly_tenure^2,poly_tenure MonthlyCharges,poly_tenure TotalCharges,poly_MonthlyCharges^2,poly_MonthlyCharges TotalCharges,poly_TotalCharges^2,tenure_x_monthly,monthly_x_total,tenure_x_total,AvgMonthlyCharge,ServiceDiversityScore,StabilityIndex,log_TotalCharges,normalized_tenure,normalized_ServiceDiversityScore,normalized_StabilityIndex,standardized_MonthlyCharges,standardized_AvgMonthlyCharge,onehot_InternetService_Fiber optic,onehot_InternetService_No,onehot_PaymentMethod_Credit card (automatic),onehot_PaymentMethod_Electronic check,onehot_PaymentMethod_Mailed check,label_Contract,freq_gender,freq_PaymentMethod,equal_width_MonthlyCharges,equal_freq_TotalCharges,custom_tenure_bins,binned_equal_width_MonthlyCharges_0.0,binned_equal_width_MonthlyCharges_1.0,binned_equal_width_MonthlyCharges_2.0,binned_equal_width_MonthlyCharges_3.0,binned_equal_width_MonthlyCharges_4.0,binned_equal_freq_TotalCharges_0.0,binned_equal_freq_TotalCharges_1.0,binned_equal_freq_TotalCharges_2.0,binned_equal_freq_TotalCharges_3.0,binned_custom_tenure_bins_0,binned_custom_tenure_bins_1,binned_custom_tenure_bins_2,binned_custom_tenure_bins_3,binned_custom_tenure_bins_4
2722-JMONI,Female,1,Yes,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.55,49.55,Yes,1.0,49.55,49.55,2455.2025,2455.2025,2455.2025,49.55,2455.2025,49.55,49.55,3,1.0,3.9229629454664803,0.0,0.25,0.0,-0.5131645959113473,-0.511047334151579,False,False,False,True,False,0,0.4981333333333333,0.3390222222222222,1.0,0.0,0,False,True,False,False,False,True,False,False,False,True,False,False,False,False
3567-PQTSO,Male,0,Yes,Yes,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,105.25,5576.3,No,2809.0,5578.25,295543.9,11077.5625,586905.5750000001,31095121.69,5578.25,586905.5750000001,295543.9,105.21320754716982,7,79.5,8.626460067304281,0.7323943661971831,0.75,0.548951048951049,1.3369670742896367,1.3306796613457765,True,False,False,True,False,1,0.5018666666666667,0.3390222222222222,4.0,3.0,4,False,False,False,False,True,False,False,False,True,False,False,False,False,True
6620-JDYNW,Female,0,No,No,18,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,60.6,1156.35,No,324.0,1090.8,20814.3,3672.36,70074.81,1337145.3224999998,1090.8,70074.81,20814.3,64.24166666666666,5,18.0,7.053888187930098,0.23943661971830985,0.5,0.1188811188811189,-0.14612770263090064,-0.02494456894676643,False,False,False,False,True,0,0.4981333333333333,0.22542222222222222,2.0,1.0,2,False,False,True,False,False,False,True,False,False,False,False,True,False,False
6418-HNFED,Male,0,Yes,No,51,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),83.25,4089.45,No,2601.0,4245.75,208561.94999999998,6930.5625,340446.71249999997,16723601.302499998,4245.75,340446.71249999997,208561.94999999998,80.18529411764706,8,102.0,8.31641026743448,0.7042253521126761,0.875,0.7062937062937064,0.6062148885729105,0.5025817878076475,False,False,True,False,False,2,0.5018666666666667,0.216,3.0,3.0,4,False,False,False,True,False,False,False,False,True,False,False,False,False,True
1379-FRVEB,Male,0,No,Yes,15,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.0,1430.05,No,225.0,1365.0,21450.75,8281.0,130134.55,2045043.0025,1365.0,130134.55,21450.75,95.33666666666666,5,15.0,7.266163719547021,0.19718309859154928,0.5,0.0979020979020979,0.8636389539958481,1.003894828719279,True,False,False,True,False,0,0.5018666666666667,0.3390222222222222,3.0,2.0,2,False,False,False,True,False,False,False,True,False,False,False,True,False,False
9357-UJRUN,Male,0,Yes,No,24,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,58.35,1346.9,No,576.0,1400.4,32325.600000000002,3404.7225000000003,78591.615,1814139.6100000003,1400.4,78591.615,32325.600000000002,56.12083333333334,5,36.0,7.206303104744224,0.323943661971831,0.5,0.24475524475524477,-0.2208637216246567,-0.2936383549320695,False,False,False,True,False,1,0.5018666666666667,0.3390222222222222,1.0,1.0,2,False,True,False,False,False,False,True,False,False,False,False,True,False,False
6463-HHXJR,Female,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),100.5,7030.65,No,5041.0,7135.5,499176.14999999997,10100.25,706580.325,49430039.42249999,7135.5,706580.325,499176.14999999997,99.02323943661972,7,142.0,8.858176665657608,0.9859154929577465,0.75,0.986013986013986,1.1791910341917071,1.125872359129009,True,False,False,False,False,2,0.4981333333333333,0.21955555555555556,4.0,3.0,4,False,False,False,False,True,False,False,False,True,False,False,False,False,True
3096-JRDSO,Female,1,Yes,No,27,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.3,2867.75,Yes,729.0,2816.1,77429.25,10878.49,299106.325,8223990.0625,2816.1,299106.325,77429.25,106.21296296296296,7,27.0,7.9616316738088555,0.36619718309859156,0.75,0.1818181818181818,1.3054118662700507,1.3637585409019106,True,False,False,False,False,0,0.4981333333333333,0.21955555555555556,4.0,2.0,3,False,False,False,False,True,False,False,True,False,False,False,False,True,False
0156-FVPTA,Male,0,Yes,No,22,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,54.2,1152.7,Yes,484.0,1192.4,25359.4,2937.6400000000003,62476.340000000004,1328717.29,1192.4,62476.340000000004,25359.4,52.39545454545455,4,22.0,7.050729447933244,0.295774647887324,0.375,0.14685314685314685,-0.35871015665758454,-0.41689985897449033,False,False,False,True,False,0,0.5018666666666667,0.3390222222222222,1.0,1.0,2,False,True,False,False,False,False,True,False,False,False,False,True,False,False
2739-CACDQ,Female,1,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),82.65,1470.05,No,289.0,1405.0500000000002,24990.85,6831.022500000001,121499.6325,2161047.0025,1405.0500000000002,121499.6325,24990.85,86.4735294117647,4,17.0,7.293731710506439,0.22535211267605634,0.375,0.11188811188811189,0.5862852835079091,0.7106404535861445,True,False,True,False,False,0,0.4981333333333333,0.216,3.0,2.0,2,False,False,False,True,False,False,False,True,False,False,False,True,False,False
2877-VDUER,Female,0,Yes,Yes,35,No,No phone service,DSL,No,No,No,Yes,Yes,No,One year,No,Mailed check,40.9,1383.6,No,1225.0,1431.5,48426.0,1672.81,56589.23999999999,1914348.9599999997,1431.5,56589.23999999999,48426.0,39.53142857142857,3,52.5,7.233166568243925,0.47887323943661975,0.25,0.36013986013986016,-0.8004830689317873,-0.8425315275603482,False,False,False,False,True,1,0.4981333333333333,0.22542222222222222,1.0,1.0,3,False,True,False,False,False,False,True,False,False,False,False,False,True,False
6311-UEUME,Female,0,No,No,29,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,78.9,2384.15,Yes,841.0,2288.1000000000004,69140.35,6225.210000000001,188109.43500000003,5684171.2225,2288.1000000000004,188109.43500000003,69140.35,82.21206896551725,3,29.0,7.777017294426516,0.3943661971830986,0.25,0.19580419580419578,0.461725251851649,0.5696416306662246,True,False,False,True,False,0,0.4981333333333333,0.3390222222222222,3.0,2.0,3,False,False,False,True,False,False,False,True,False,False,False,False,True,False
0142-GVYSN,Male,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.3,511.25,No,676.0,527.8000000000001,13292.5,412.09000000000003,10378.375,261376.5625,527.8000000000001,10378.375,13292.5,19.66346153846154,1,26.0,6.238812787119009,0.35211267605633806,0.0,0.17482517482517482,-1.4847328428301763,-1.4999023986022086,False,True,False,True,False,0,0.5018666666666667,0.3390222222222222,0.0,1.0,3,True,False,False,False,False,False,True,False,False,False,False,False,True,False
5393-HJZSM,Female,0,Yes,Yes,32,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),76.3,2404.15,No,1024.0,2441.6,76932.8,5821.69,183436.645,5779937.2225,2441.6,183436.645,76932.8,75.1296875,7,32.0,7.7853675506573,0.4366197183098592,0.75,0.21678321678321677,0.37536362990330835,0.33530707266577675,False,False,False,False,False,0,0.4981333333333333,0.21955555555555556,2.0,2.0,3,False,False,True,False,False,False,False,True,False,False,False,False,True,False
3733-ZEECP,Male,0,Yes,Yes,22,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,51.1,1232.9,No,484.0,1124.2,27123.800000000003,2611.21,63001.19000000001,1520042.4100000001,1124.2,63001.19000000001,27123.800000000003,56.040909090909096,3,22.0,7.117935163904488,0.295774647887324,0.25,0.14685314685314685,-0.46167978282675964,-0.2962828061118306,False,False,False,True,False,0,0.5018666666666667,0.3390222222222222,1.0,1.0,2,False,True,False,False,False,False,True,False,False,False,False,True,False,False
0702-PGIBZ,Male,0,No,Yes,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.7,364.55,Yes,16.0,406.8,1458.2,10342.890000000001,37074.735,132896.7025,406.8,37074.735,1458.2,91.1375,6,4.0,5.901403068739325,0.04225352112676056,0.625,0.02097902097902098,1.2190502443217104,0.8649571183467863,True,False,False,True,False,0,0.5018666666666667,0.3390222222222222,4.0,0.0,0,False,False,False,False,True,True,False,False,False,True,False,False,False,False
2990-HWIML,Female,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.5,573.3,Yes,36.0,537.0,3439.7999999999997,8010.25,51310.35,328672.88999999996,537.0,51310.35,3439.7999999999997,95.55,4,6.0,6.3531519078702505,0.07042253521126761,0.375,0.03496503496503497,0.8138149413333441,1.010953382768765,True,False,False,True,False,0,0.4981333333333333,0.3390222222222222,3.0,1.0,0,False,False,False,True,False,False,True,False,False,True,False,False,False,False
8174-LNWMW,Female,0,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.9,689.35,No,961.0,647.9,21369.850000000002,436.80999999999995,14407.414999999999,475203.42250000004,647.9,14407.414999999999,21369.850000000002,22.23709677419355,1,62.0,6.537198715362162,0.4225352112676057,0.0,0.42657342657342656,-1.4648032377651747,-1.414748601344044,False,True,True,False,False,2,0.4981333333333333,0.216,0.0,1.0,3,True,False,False,False,False,False,True,False,False,False,False,False,True,False
8226-BXGES,Male,0,Yes,No,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),89.45,5692.65,No,4096.0,5724.8,364329.6,8001.302500000001,509207.5425,32406264.022499997,5724.8,509207.5425,364329.6,88.94765625,6,96.0,8.647106797736582,0.8873239436619719,0.625,0.6643356643356644,0.8121541409112607,0.7925018192719266,True,False,False,False,False,1,0.5018666666666667,0.21955555555555556,3.0,3.0,4,False,False,False,True,False,False,False,False,True,False,False,False,False,True
4274-OWWYO,Male,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.35,74.35,Yes,1.0,74.35,74.35,5527.922499999999,5527.922499999999,5527.922499999999,74.35,5527.922499999999,74.35,74.35,3,1.0,4.3221439250725044,0.0,0.25,0.0,0.31059241344205296,0.309509574101128,True,False,False,True,False,0,0.5018666666666667,0.3390222222222222,2.0,0.0,0,False,False,True,False,False,True,False,False,False,True,False,False,False,False
2683-JXWQQ,Male,0,Yes,Yes,61,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),33.6,2117.2,No,3721.0,2049.6,129149.19999999998,1128.96,71137.92,4482535.839999999,2049.6,71137.92,129149.19999999998,34.708196721311474,3,61.0,7.658321950409569,0.8450704225352113,0.25,0.4195804195804196,-1.0429599305559736,-1.002117665250593,False,False,False,False,False,0,0.5018666666666667,0.21955555555555556,0.0,2.0,4,True,False,False,False,False,False,False,True,False,False,False,False,False,True
8124-NZVGJ,Female,0,No,No,6,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,49.25,255.6,No,36.0,295.5,1533.6,2425.5625,12588.3,65331.36,295.5,12588.3,1533.6,42.6,4,9.0,5.547518452181536,0.07042253521126761,0.375,0.05594405594405595,-0.523129398443848,-0.7410017902949786,False,False,False,False,True,1,0.4981333333333333,0.22542222222222222,1.0,0.0,0,False,True,False,False,False,True,False,False,False,True,False,False,False,False
4816-OKWNX,Male,0,Yes,Yes,50,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),103.4,5236.4,No,2500.0,5170.0,261819.99999999997,10691.560000000001,541443.76,27419884.959999997,5170.0,541443.76,261819.99999999997,104.728,7,75.0,8.56358047096936,0.6901408450704226,0.75,0.5174825174825175,1.2755174586725484,1.3146256127664802,True,False,False,False,False,1,0.5018666666666667,0.21955555555555556,4.0,3.0,4,False,False,False,False,True,False,False,False,True,False,False,False,False,True
5778-BVOFB,Female,0,No,No,9,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),59.5,530.05,No,81.0,535.5,4770.45,3540.25,31537.975,280953.00249999994,535.5,31537.975,4770.45,58.89444444444444,4,9.0,6.274856178767549,0.11267605633802817,0.375,0.05594405594405595,-0.182665311916737,-0.2018679614631711,False,False,False,False,False,0,0.4981333333333333,0.21955555555555556,2.0,1.0,1,False,False,True,False,False,False,True,False,False,False,True,False,False,False
1093-YSWCA,Male,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.55,223.15,No,121.0,215.05,2454.65,382.20250000000004,4362.5825,49795.9225,215.05,4362.5825,2454.65,20.286363636363635,1,22.0,5.412315470601449,0.14084507042253522,0.0,0.14685314685314685,-1.5096448491614283,-1.4792924542635528,False,True,True,False,False,2,0.5018666666666667,0.216,0.0,0.0,1,True,False,False,False,False,True,False,False,False,False,True,False,False,False
5649-TJHOV,Male,1,Yes,No,27,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),36.5,1032.0,Yes,729.0,985.5,27864.0,1332.25,37668.0,1065024.0,985.5,37668.0,27864.0,38.22222222222222,2,27.0,6.940222469119639,0.36619718309859156,0.125,0.1818181818181818,-0.9466335060751324,-0.8858492015187989,False,False,False,False,False,0,0.5018666666666667,0.21955555555555556,0.0,1.0,3,True,False,False,False,False,False,True,False,False,False,False,False,True,False
3397-AVTKU,Male,0,No,No,43,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,60.0,2548.55,No,1849.0,2580.0,109587.65000000001,3600.0,152913.0,6495107.102500001,2580.0,152913.0,109587.65000000001,59.268604651162796,4,86.0,7.84367215199147,0.5915492957746479,0.375,0.5944055944055944,-0.1660573076959023,-0.18948813313994492,False,False,False,True,False,2,0.5018666666666667,0.3390222222222222,2.0,2.0,3,False,False,True,False,False,False,False,True,False,False,False,False,True,False
0178-SZBHO,Male,0,Yes,Yes,47,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,87.2,4017.45,No,2209.0,4098.400000000001,188820.15,7603.84,350321.64,16139904.502499998,4098.400000000001,350321.64,188820.15,85.47765957446808,5,47.0,8.298651535121714,0.647887323943662,0.5,0.32167832167832167,0.7374181219175047,0.6776901360573443,True,False,False,True,False,0,0.5018666666666667,0.3390222222222222,3.0,3.0,3,False,False,False,True,False,False,False,False,True,False,False,False,True,False
5896-NPFWW,Male,0,Yes,Yes,3,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,50.15,168.15,Yes,9.0,150.45,504.45000000000005,2515.0225,8432.7225,28274.4225,150.45,8432.7225,504.45000000000005,56.050000000000004,3,3.0,5.130785895226717,0.02816901408450704,0.25,0.013986013986013988,-0.49323499084634564,-0.2959820154563128,False,False,False,True,False,0,0.5018666666666667,0.3390222222222222,1.0,0.0,0,False,True,False,False,False,True,False,False,False,True,False,False,False,False
2560-PPCHE,Female,0,No,No,65,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),105.05,6744.25,No,4225.0,6828.25,438376.25,11035.502499999999,708483.4625,45484908.0625,6828.25,708483.4625,438376.25,103.75769230769231,7,97.5,8.816593832447202,0.9014084507042254,0.75,0.6748251748251748,1.3303238726013027,1.2825210692159232,True,False,False,False,False,1,0.4981333333333333,0.21955555555555556,4.0,3.0,4,False,False,False,False,True,False,False,False,True,False,False,False,False,True
1559-DTODC,Male,0,No,No,19,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),25.15,468.35,No,361.0,477.84999999999997,8898.65,632.5224999999999,11779.0025,219351.72250000003,477.84999999999997,11779.0025,8898.65,24.650000000000002,1,19.0,6.1513487587830005,0.25352112676056343,0.0,0.12587412587412586,-1.32363520188808,-1.3349129396149821,False,False,False,False,False,0,0.5018666666666667,0.21955555555555556,0.0,1.0,2,True,False,False,False,False,False,True,False,False,False,False,True,False,False
0057-QBUQH,Female,0,No,Yes,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,25.1,1070.15,No,1849.0,1079.3,46016.450000000004,630.0100000000001,26860.765000000003,1145221.0225000002,1079.3,26860.765000000003,46016.450000000004,24.887209302325584,2,86.0,6.976488116663229,0.5915492957746479,0.125,0.5944055944055944,-1.3252960023101632,-1.3270644020454234,False,True,False,True,False,2,0.4981333333333333,0.3390222222222222,0.0,1.0,3,True,False,False,False,False,False,True,False,False,False,False,False,True,False
0786-IVLAW,Female,1,No,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),108.1,7238.6,No,4356.0,7134.599999999999,477747.60000000003,11685.609999999999,782492.66,52397329.96000001,7134.599999999999,782492.66,477747.60000000003,109.67575757575759,7,99.0,8.887321235234717,0.9154929577464789,0.75,0.6853146853146853,1.4316326983483942,1.4783319296675914,True,False,False,False,False,1,0.4981333333333333,0.21955555555555556,4.0,3.0,4,False,False,False,False,True,False,False,False,True,False,False,False,False,True
2054-PJOCK,Female,0,No,No,60,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),80.55,4847.05,No,3600.0,4833.0,290823.0,6488.3025,390429.8775,23493893.7025,4833.0,390429.8775,290823.0,80.78416666666666,7,90.0,8.486331841227319,0.8309859154929577,0.75,0.6223776223776224,0.5165316657804031,0.5223966671326856,False,False,True,False,False,1,0.4981333333333333,0.216,3.0,3.0,4,False,False,False,True,False,False,False,False,True,False,False,False,False,True
7234-FECYN,Female,1,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,101.35,780.5,Yes,64.0,810.8,6244.0,10271.822499999998,79103.67499999999,609180.25,810.8,79103.67499999999,6244.0,97.5625,6,8.0,6.6612151498615315,0.09859154929577466,0.625,0.04895104895104895,1.207424641367126,1.07754091413403,True,False,False,True,False,0,0.4981333333333333,0.3390222222222222,4.0,1.0,1,False,False,False,False,True,False,True,False,False,False,True,False,False,False
7879-CGSFV,Male,0,No,No,55,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,100.9,5552.05,No,3025.0,5549.5,305362.75,10180.810000000001,560201.8450000001,30825259.2025,5549.5,560201.8450000001,305362.75,100.94636363636364,6,82.5,8.622102605342976,0.7605633802816901,0.625,0.5699300699300699,1.192477437568375,1.1895027158841636,True,False,False,False,True,1,0.5018666666666667,0.22542222222222222,4.0,3.0,4,False,False,False,False,True,False,False,False,True,False,False,False,False,True
6522-YRBXD,Male,1,Yes,No,35,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,94.55,3365.4,No,1225.0,3309.25,117789.0,8939.7025,318198.57,11325917.16,3309.25,318198.57,117789.0,96.15428571428572,6,35.0,8.121599203103337,0.47887323943661975,0.625,0.23776223776223776,0.9815557839637743,1.0309473673419733,True,False,False,True,False,0,0.5018666666666667,0.3390222222222222,3.0,2.0,3,False,False,False,True,False,False,False,True,False,False,False,False,True,False
9898-KZQDZ,Female,1,Yes,Yes,40,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.55,3640.45,Yes,1600.0,3782.0,145618.0,8939.7025,344204.5475,13252876.202499999,3782.0,344204.5475,145618.0,91.01124999999999,5,40.0,8.200137232958184,0.5492957746478874,0.5,0.27272727272727276,0.9815557839637743,0.8607798881182818,True,False,True,False,False,0,0.4981333333333333,0.216,3.0,2.0,3,False,False,False,True,False,False,False,True,False,False,False,False,True,False
5570-PTWEH,Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.15,216.75,Yes,9.0,225.45000000000002,650.25,5647.522500000001,16288.7625,46980.5625,225.45000000000002,16288.7625,650.25,72.25,3,3.0,5.383347615732612,0.02816901408450704,0.25,0.013986013986013988,0.3371652201953888,0.2400269326765038,True,False,True,False,False,0,0.4981333333333333,0.216,2.0,0.0,0,False,False,True,False,False,True,False,False,False,True,False,False,False,False
6797-LNAQX,Male,0,Yes,Yes,70,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),98.3,6859.5,Yes,4900.0,6881.0,480165.0,9662.89,674288.85,47052740.25,6881.0,674288.85,480165.0,97.99285714285715,6,140.0,8.83353560436123,0.971830985915493,0.625,0.9720279720279721,1.1061158156200344,1.0917801289157771,True,False,False,False,False,2,0.5018666666666667,0.21955555555555556,3.0,3.0,4,False,False,False,True,False,False,False,False,True,False,False,False,False,True
5088-QZLRL,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.65,20.65,No,1.0,20.65,20.65,426.42249999999996,426.42249999999996,426.42249999999996,20.65,426.42249999999996,20.65,20.65,1,1.0,3.075005454448499,0.0,0.0,0.0,-1.473107239875592,-1.4672608280428385,False,True,False,True,False,0,0.5018666666666667,0.3390222222222222,0.0,0.0,0,True,False,False,False,False,True,False,False,False,True,False,False,False,False
1195-OIYEJ,Male,0,No,No,13,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.1,1135.7,Yes,169.0,1184.3,14764.1,8299.21,103462.27,1289814.49,1184.3,103462.27,14764.1,87.36153846153846,4,13.0,7.035884606692665,0.16901408450704225,0.375,0.08391608391608392,0.8669605548400149,0.7400219842467404,True,False,False,True,False,0,0.5018666666666667,0.3390222222222222,3.0,1.0,2,False,False,False,True,False,False,True,False,False,False,False,True,False,False
4713-ZBURT,Male,0,No,Yes,45,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),99.7,4634.35,No,2025.0,4486.5,208545.75000000003,9940.09,462044.69500000007,21477199.922500003,4486.5,462044.69500000007,208545.75000000003,102.98555555555556,6,90.0,8.441466987554646,0.619718309859155,0.625,0.6223776223776224,1.1526182274383718,1.256973402035213,True,False,False,False,False,2,0.5018666666666667,0.21955555555555556,4.0,3.0,3,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0137-UDEUO,Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,63.75,Yes,9.0,59.550000000000004,191.25,394.02250000000004,1265.4375,4064.0625,59.550000000000004,1265.4375,191.25,21.25,1,3.0,4.1705337005796475,0.02816901408450704,0.0,0.013986013986013988,-1.4996800466289273,-1.44740864477866,False,True,False,False,True,0,0.4981333333333333,0.22542222222222222,0.0,0.0,0,True,False,False,False,False,True,False,False,False,True,False,False,False,False
3442-ZHHCC,Male,0,No,No,68,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),76.9,5023.0,No,4624.0,5229.200000000001,341564.0,5913.610000000001,386268.7,25230529.0,5229.200000000001,386268.7,341564.0,73.86764705882354,7,102.0,8.521981708148035,0.943661971830986,0.75,0.7062937062937064,0.3952932349683102,0.29354997579071046,False,False,True,False,False,1,0.5018666666666667,0.216,2.0,3.0,4,False,False,True,False,False,False,False,False,True,False,False,False,False,True
2831-EBWRN,Male,0,No,No,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.9,199.75,No,16.0,183.6,799.0,2106.81,9168.525,39900.0625,183.6,9168.525,799.0,49.9375,2,4.0,5.302060352826871,0.04225352112676056,0.125,0.02097902097902098,-0.6344030267234404,-0.49822613246013037,False,False,False,True,False,0,0.5018666666666667,0.3390222222222222,1.0,0.0,0,False,True,False,False,False,True,False,False,False,True,False,False,False,False
5671-UUNXD,Female,1,Yes,No,50,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,100.65,5189.75,No,2500.0,5032.5,259487.5,10130.4225,522348.3375,26933505.0625,5032.5,522348.3375,259487.5,103.795,6,75.0,8.554633474390082,0.6901408450704226,0.625,0.5174825174825175,1.1841734354579578,1.283755467790683,True,False,False,True,False,1,0.4981333333333333,0.3390222222222222,4.0,3.0,4,False,False,False,False,True,False,False,False,True,False,False,False,False,True
5606-AMZBO,Female,0,Yes,No,10,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),78.15,765.15,No,100.0,781.5,7651.5,6107.422500000001,59796.4725,585454.5225,781.5,59796.4725,7651.5,76.515,4,10.0,6.641377973024185,0.1267605633802817,0.375,0.06293706293706294,0.43681324552039696,0.38114286871270525,True,False,True,False,False,0,0.4981333333333333,0.216,2.0,1.0,1,False,False,True,False,False,False,True,False,False,False,True,False,False,False
0840-DFEZH,Female,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.35,564.65,No,49.0,527.4499999999999,3952.5499999999997,5677.6224999999995,42546.377499999995,318829.6225,527.4499999999999,42546.377499999995,3952.5499999999997,80.66428571428571,3,7.0,6.337975512372476,0.08450704225352114,0.25,0.04195804195804196,0.34380842188372235,0.5184301694051008,True,False,False,True,False,0,0.4981333333333333,0.3390222222222222,2.0,1.0,1,False,False,True,False,False,False,True,False,False,False,True,False,False,False
1428-IEDPR,Male,0,No,No,52,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,109.3,5731.4,No,2704.0,5683.599999999999,298032.8,11946.49,626442.0199999999,32848945.959999997,5683.599999999999,626442.0199999999,298032.8,110.21923076923076,8,104.0,8.653889570183916,0.7183098591549296,0.875,0.7202797202797203,1.4714919084783975,1.4963138120609212,True,False,False,True,False,2,0.5018666666666667,0.3390222222222222,4.0,3.0,4,False,False,False,False,True,False,False,False,True,False,False,False,False,True
